case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH100584,Madhya Pradesh,Gwalior,Bypass,9.63,,Possession,1.0,0.0,97.1,0.0,41.0,55,2024-12-29,2026-02-07,2026-05-27,4906.0,Special LA Unit,Completed,Completed,No,3.0,Medium,Complete,Complete,58.79,146.0
AH100585,Himachal Pradesh,Mandi,Road Widening,7.88,3.0,Notification,0.0,0.0,7.2,0.0,73.0,82,2026-04-12,2024-06-08,2024-10-24,585.0,District Administration,Pending,Completed,No,11.0,Low,Partial,Partial,152.29,123.0
AH100586,Uttarakhand,Haridwar,Highway,15.22,7.0,Award,0.0,0.0,35.1,1.0,45.0,75,2025-09-12,2025-12-23,2026-01-27,554.0,State PWD,Completed,Not Required,No,13.0,Medium,Complete,Complete,41.21,136.0
AH100587,Rajasthan,Udaipur,Highway,9.01,5.0,Award,0.0,0.0,22.6,1.0,107.0,146,2024-03-30,2025-01-06,2025-04-22,2375.0,State PWD,Completed,Not Required,No,19.0,None,Partial,Partial,37.11,16.0
AH100588,Punjab,Moga,,9.04,3.0,Objection,1.0,0.0,26.0,1.0,9.0,29,2026-01-23,2026-02-13,2026-03-23,3478.0,Special LA Unit,Not Required,Completed,No,18.0,Low,Partial,Complete,153.46,167.0
AH100589,Punjab,Amritsar,Railway,40.96,17.0,Possession,0.0,0.0,89.4,0.0,34.0,49,2026-01-29,2025-07-25,2026-01-06,1233.0,Special LA Unit,Pending,Completed,No,29.0,Medium,Complete,Complete,166.96,111.0
AH100590,Punjab,Jalandhar,Road Widening,12.45,8.0,Possession,0.0,0.0,94.0,1.0,81.0,59,2025-12-21,2024-05-21,2024-09-30,620.0,District Administration,Completed,Not Required,No,21.0,None,Pending,Complete,131.38,170.0
AH100591,Himachal Pradesh,Sirmaur,Highway,8.16,1.0,Award,0.0,0.0,39.2,4.0,39.0,97,2026-03-23,2025-10-23,2025-12-20,232.0,NHAI,Completed,Not Required,Yes,9.0,Medium,Pending,Complete,32.89,70.0
AH100592,Uttar Pradesh,Lucknow,Road Widening,5.13,4.0,Award,0.0,0.0,53.4,1.0,24.0,32,2024-08-03,2024-02-20,2024-06-07,2796.0,Special LA Unit,Completed,Not Required,No,24.0,Low,Partial,Partial,17.77,51.0
AH100593,Himachal Pradesh,Shimla,Highway,14.14,6.0,Notification,0.0,0.0,14.0,0.0,21.0,58,2026-05-31,2024-08-06,2024-09-21,4896.0,District Administration,Completed,Completed,No,13.0,None,Complete,Complete,150.85,156.0
AH100594,Madhya Pradesh,Gwalior,Road Widening,7.42,3.0,Compensation,1.0,0.0,70.7,3.0,63.0,86,2024-10-15,2026-03-10,2026-08-07,2349.0,NHAI,Not Required,Completed,No,10.0,Low,Complete,Partial,66.48,39.0
AH100595,Punjab,Firozpur,Highway,8.73,5.0,Notification,1.0,0.0,10.1,1.0,,58,2025-12-22,2026-02-27,2026-04-27,3683.0,State PWD,Completed,Completed,Yes,1.0,None,Complete,Complete,145.2,169.0
AH100596,Uttarakhand,Dehradun,Highway,5.79,6.0,Award,0.0,0.0,35.6,1.0,46.0,66,2025-06-05,2024-02-11,2024-06-11,306.0,District Administration,Completed,Pending,No,23.0,None,Partial,Complete,95.93,46.0
AH100597,Punjab,Ludhiana,Highway,14.12,7.0,Notification,2.0,0.0,11.4,4.0,25.0,84,2025-12-02,2024-12-07,2025-01-17,1120.0,Special LA Unit,Not Required,Completed,No,19.0,Low,Complete,Complete,76.91,99.0
AH100598,Uttarakhand,Dehradun,Railway,3.94,4.0,Compensation,0.0,0.0,82.5,2.0,203.0,171,2025-07-19,2024-03-25,2024-05-17,3417.0,Special LA Unit,Completed,Completed,Yes,2.0,None,Partial,Complete,108.29,146.0
AH100599,Uttarakhand,Udham Singh Nagar,Road Widening,16.94,7.0,Possession,0.0,1.0,89.9,1.0,47.0,41,2025-08-01,2024-09-01,2025-02-25,2042.0,NHAI,Completed,Not Required,No,11.0,Low,Partial,Partial,89.52,24.0
AH100600,Uttarakhand,Haridwar,Highway,7.5,5.0,Notification,0.0,0.0,8.0,3.0,26.0,71,2025-07-08,2026-05-20,2026-08-15,181.0,District Administration,Pending,Completed,Yes,12.0,None,Complete,Complete,151.52,98.0
AH100601,Punjab,,Highway,21.96,8.0,Compensation,0.0,0.0,59.9,3.0,76.0,110,2025-12-02,2024-06-24,2024-08-11,1168.0,Special LA Unit,Completed,Completed,No,3.0,None,Partial,Partial,46.51,178.0
AH100602,Punjab,Amritsar,Railway,18.04,8.0,Compensation,0.0,0.0,59.9,3.0,67.0,98,2025-10-27,2025-07-31,2025-12-12,3976.0,Special LA Unit,Completed,Pending,No,23.0,Medium,Complete,Complete,5.0,16.0
AH100603,Rajasthan,Ajmer,Highway,13.05,5.0,Notification,1.0,0.0,4.7,0.0,27.0,44,2024-05-01,2025-12-24,2026-02-22,3440.0,District Administration,Pending,Not Required,No,19.0,Low,Complete,Complete,2.42,151.0
AH100604,Punjab,Firozpur,Road Widening,24.51,10.0,Possession,0.0,0.0,98.0,1.0,27.0,42,2026-01-13,2026-03-03,2026-06-29,4056.0,Special LA Unit,Not Required,Not Required,No,6.0,None,Complete,Pending,151.05,125.0
AH100605,Haryana,Hisar,Highway,44.85,14.0,Compensation,1.0,3.0,55.5,1.0,122.0,171,2025-04-27,2024-11-14,2025-04-14,1784.0,District Administration,Not Required,Completed,No,21.0,None,Partial,Complete,125.5,54.0
AH100606,Madhya Pradesh,Jabalpur,Highway,35.1,12.0,Award,0.0,0.0,50.1,1.0,59.0,88,2024-10-17,2025-09-19,2026-01-29,4647.0,District Administration,Completed,Pending,No,17.0,None,Partial,Complete,6.46,49.0
AH100607,Haryana,Hisar,Road Widening,3.92,5.0,Compensation,1.0,0.0,78.9,0.0,38.0,42,2025-04-07,2025-03-11,2025-05-17,4603.0,District Administration,Pending,Not Required,No,3.0,None,Complete,Pending,149.45,155.0
AH100608,Himachal Pradesh,Mandi,Highway,7.14,6.0,Objection,2.0,0.0,23.8,1.0,66.0,105,2026-05-20,2024-04-06,2024-06-10,1869.0,Special LA Unit,Pending,Pending,No,18.0,High,Complete,Partial,146.28,76.0
AH100609,Himachal Pradesh,Shimla,Road Widening,7.92,1.0,Notification,0.0,0.0,10.9,1.0,37.0,52,2026-02-10,2024-07-19,2024-09-20,1077.0,State PWD,Completed,Completed,No,18.0,Medium,Partial,Partial,78.02,176.0
AH100610,Punjab,Amritsar,Highway,20.55,8.0,Award,0.0,0.0,44.2,2.0,28.0,81,2026-01-20,2025-11-04,2026-03-08,4810.0,Special LA Unit,Completed,Pending,Yes,5.0,None,Complete,Partial,72.06,81.0
AH100611,Haryana,Rohtak,Highway,7.66,3.0,Compensation,0.0,0.0,86.1,0.0,8.0,35,2025-02-20,2025-09-09,2026-01-17,1781.0,NHAI,Pending,Pending,No,26.0,None,Partial,Complete,6.71,136.0
AH100612,Punjab,Hoshiarpur,Road Widening,7.41,4.0,Possession,0.0,0.0,95.5,0.0,23.0,18,2025-12-06,2025-04-13,2025-07-30,2505.0,State PWD,Completed,Completed,No,23.0,None,Complete,Pending,166.68,47.0
AH100613,Madhya Pradesh,Jabalpur,Highway,6.4,3.0,Award,1.0,0.0,44.5,0.0,74.0,81,2024-12-12,2025-12-03,2026-03-02,4662.0,Special LA Unit,Not Required,Completed,Yes,16.0,None,Pending,Complete,66.6,74.0
AH100614,Uttarakhand,Nainital,Road Widening,15.4,8.0,Objection,3.0,0.0,42.4,1.0,49.0,93,2025-09-09,2025-09-14,2025-10-23,1381.0,NHAI,Completed,Completed,Yes,22.0,Medium,Pending,Partial,166.65,92.0
AH100615,Uttarakhand,Udham Singh Nagar,Railway,20.48,6.0,Notification,2.0,0.0,2.4,2.0,10.0,88,2025-07-29,2024-11-01,2025-04-05,4429.0,Special LA Unit,Completed,Not Required,No,24.0,Low,Partial,Pending,137.43,133.0
AH100616,Uttar Pradesh,Varanasi,Bridge,4.26,3.0,Possession,0.0,0.0,95.0,0.0,35.0,22,2024-08-12,2024-09-21,2025-01-28,845.0,District Administration,Not Required,Completed,No,15.0,None,Complete,Partial,122.73,40.0
AH100617,Uttar Pradesh,Agra,Highway,7.71,3.0,Objection,1.0,0.0,8.7,1.0,25.0,40,2024-08-27,2026-04-30,2026-09-02,1501.0,NHAI,Not Required,Completed,No,15.0,None,Partial,Complete,38.06,6.0
AH100618,Rajasthan,Alwar,Highway,2.39,1.0,Possession,0.0,0.0,89.1,0.0,28.0,24,2024-02-25,2026-05-24,2026-07-08,1972.0,NHAI,Completed,Completed,No,12.0,None,Partial,Complete,121.92,27.0
AH100619,Rajasthan,Jaipur,Highway,1.56,3.0,Objection,1.0,0.0,28.4,0.0,41.0,63,2024-05-05,2024-01-28,2024-04-10,2441.0,NHAI,Pending,Pending,No,7.0,None,Partial,Partial,35.31,74.0
AH100620,Haryana,Rohtak,Bypass,18.03,7.0,Notification,0.0,0.0,5.7,0.0,38.0,59,2025-01-25,2025-12-12,2026-02-25,1253.0,State PWD,Not Required,Pending,No,17.0,None,Complete,Complete,39.64,83.0
AH100621,Haryana,Karnal,Highway,15.61,7.0,Objection,1.0,0.0,31.1,5.0,36.0,90,2025-03-06,2024-04-29,2024-08-26,4424.0,State PWD,Completed,Not Required,No,4.0,None,Complete,Pending,147.12,173.0
AH100622,Uttar Pradesh,Agra,Highway,13.83,9.0,Award,0.0,0.0,24.9,2.0,26.0,66,2024-05-28,2026-02-14,2026-07-12,3340.0,Special LA Unit,Pending,Not Required,No,1.0,None,Partial,Pending,6.79,107.0
AH100623,Madhya Pradesh,Ujjain,Railway,46.01,18.0,Award,2.0,0.0,68.1,2.0,104.0,162,2025-01-10,2025-06-13,2025-11-19,3369.0,Special LA Unit,Pending,Pending,No,7.0,None,Complete,Complete,91.44,172.0
AH100624,Uttarakhand,,Highway,2.87,6.0,Possession,2.0,0.0,92.3,0.0,49.0,52,2025-06-27,2025-09-10,2025-12-27,3672.0,NHAI,Completed,Pending,Yes,3.0,None,Partial,Complete,55.31,26.0
AH100625,Uttar Pradesh,Meerut,Road Widening,2.04,1.0,Compensation,0.0,0.0,70.1,0.0,54.0,41,2024-07-28,2025-09-23,2025-12-16,3204.0,District Administration,Not Required,Pending,Yes,19.0,None,Partial,Complete,52.17,104.0
AH100626,Madhya Pradesh,Jabalpur,Highway,4.6,3.0,Notification,0.0,0.0,4.1,0.0,41.0,64,2024-10-31,2025-06-28,2025-09-27,3235.0,Special LA Unit,Not Required,Completed,No,5.0,High,Partial,Partial,47.6,167.0
AH100627,Madhya Pradesh,Bhopal,Road Widening,1.97,1.0,Compensation,0.0,0.0,64.2,0.0,48.0,40,2024-11-26,2024-08-13,2024-12-31,3319.0,District Administration,Completed,Completed,No,9.0,Low,Complete,Pending,100.19,112.0
AH100628,Haryana,Rohtak,Railway,7.09,2.0,Award,2.0,0.0,54.2,1.0,49.0,64,2025-03-30,2025-12-27,2026-03-14,3616.0,NHAI,Completed,Pending,Yes,13.0,Low,Partial,Complete,62.89,102.0
AH100629,Madhya Pradesh,Ujjain,Highway,19.6,7.0,Compensation,0.0,0.0,71.5,0.0,80.0,73,2024-11-25,2025-05-13,2025-08-13,4608.0,NHAI,Not Required,Not Required,No,16.0,None,Partial,Complete,46.04,135.0
AH100630,Punjab,Hoshiarpur,Road Widening,15.36,8.0,Compensation,0.0,0.0,71.8,1.0,37.0,62,2025-10-25,2025-05-05,2025-09-29,1022.0,District Administration,Completed,Not Required,Yes,4.0,None,Partial,Partial,72.82,14.0
AH100631,Madhya Pradesh,Bhopal,Road Widening,28.6,11.0,Possession,2.0,1.0,92.8,0.0,49.0,66,2024-10-21,2024-10-13,2025-02-01,2610.0,Special LA Unit,Completed,Completed,No,24.0,None,Complete,Complete,99.55,126.0
AH100632,Haryana,Karnal,Highway,16.37,5.0,Compensation,1.0,0.0,53.0,1.0,78.0,91,2025-01-25,2024-01-10,2024-04-19,962.0,NHAI,Pending,Not Required,No,3.0,None,Complete,Partial,120.25,91.0
AH100633,Madhya Pradesh,Ujjain,Bypass,8.47,5.0,Award,2.0,0.0,57.8,1.0,34.0,92,2024-12-07,2025-05-13,2025-09-30,949.0,NHAI,Pending,Not Required,No,3.0,None,Complete,Partial,26.3,141.0
AH100634,Uttar Pradesh,Kanpur Nagar,Railway,7.64,2.0,Award,0.0,0.0,55.9,,139.0,118,2024-06-13,2024-11-06,2025-01-18,4751.0,NHAI,Completed,Completed,No,4.0,Medium,Partial,Complete,16.64,102.0
AH100635,Uttarakhand,Nainital,Bridge,17.32,10.0,Award,0.0,0.0,50.6,3.0,40.0,87,2025-09-09,2025-08-16,2025-09-24,2389.0,State PWD,Completed,Not Required,Yes,3.0,None,Partial,Complete,158.17,173.0
AH100636,Uttar Pradesh,Kanpur Nagar,Railway,3.25,1.0,Award,0.0,0.0,34.3,,76.0,87,2024-07-30,2024-11-24,2025-04-21,3535.0,Special LA Unit,Not Required,Pending,No,4.0,Low,Partial,Complete,59.02,90.0
AH100637,Madhya Pradesh,Gwalior,Highway,1.0,1.0,Notification,0.0,0.0,10.9,3.0,20.0,60,2024-09-24,2026-05-25,2026-08-31,3657.0,Special LA Unit,Not Required,Completed,No,22.0,None,Partial,Complete,74.73,137.0
AH100638,Punjab,,Highway,16.64,11.0,Objection,1.0,0.0,36.2,3.0,23.0,85,2025-12-14,2025-09-04,2025-11-21,207.0,State PWD,Completed,Not Required,No,18.0,None,Complete,Pending,162.44,162.0
AH100639,Himachal Pradesh,Kangra,Highway,14.57,6.0,Possession,0.0,0.0,85.2,1.0,25.0,38,2026-05-03,2025-02-14,2025-03-30,,District Administration,Completed,Completed,Yes,0.0,Low,Pending,Complete,107.66,88.0
AH100640,Uttarakhand,Nainital,Highway,45.33,18.0,Possession,1.0,0.0,96.4,0.0,51.0,84,2025-08-26,2025-09-29,2026-03-16,942.0,NHAI,Completed,Pending,No,18.0,Low,Complete,Partial,171.64,149.0
AH100641,Himachal Pradesh,Sirmaur,Highway,21.58,9.0,Notification,0.0,0.0,3.9,2.0,47.0,99,2026-04-04,2025-08-06,2025-12-22,1600.0,District Administration,Completed,Not Required,No,6.0,High,Complete,Complete,156.98,83.0
AH100642,Punjab,Hoshiarpur,Highway,15.53,,Possession,0.0,0.0,93.0,1.0,28.0,17,2026-02-07,2025-07-12,2025-09-21,981.0,District Administration,Completed,Completed,Yes,2.0,None,Partial,Pending,88.49,35.0
AH100643,Haryana,Ambala,Highway,9.16,3.0,Compensation,0.0,0.0,,1.0,61.0,63,2025-03-08,2025-06-04,2025-10-03,3348.0,Special LA Unit,Pending,Completed,No,13.0,None,Complete,Pending,140.56,154.0
AH100644,Punjab,Firozpur,Bypass,5.99,4.0,Notification,0.0,0.0,18.9,1.0,18.0,68,2025-11-24,2026-04-18,2026-07-26,703.0,Special LA Unit,Completed,Completed,No,25.0,Medium,Complete,Complete,25.57,156.0
AH100645,Madhya Pradesh,Bhopal,Highway,9.41,7.0,Possession,0.0,0.0,82.8,0.0,57.0,48,2024-10-22,2024-10-12,2024-12-30,2278.0,NHAI,Not Required,Completed,Yes,29.0,None,Complete,Complete,78.35,22.0
AH100646,Haryana,Hisar,Road Widening,26.89,7.0,Possession,0.0,0.0,98.6,0.0,46.0,49,2025-02-18,2025-01-24,2025-04-10,1563.0,State PWD,Not Required,Pending,No,2.0,None,Complete,Partial,82.42,134.0
AH100647,Haryana,Panipat,Railway,17.71,6.0,Compensation,0.0,1.0,77.1,0.0,124.0,119,2025-04-26,2024-08-15,2024-09-25,4815.0,NHAI,Pending,Not Required,No,16.0,Medium,Partial,Partial,25.58,145.0
AH100648,Himachal Pradesh,Kangra,Road Widening,26.42,10.0,Compensation,0.0,0.0,76.3,1.0,52.0,75,2026-05-14,2025-05-27,2025-11-19,3950.0,NHAI,Completed,Not Required,No,15.0,None,Complete,Complete,91.9,153.0
AH100649,Punjab,Firozpur,Highway,13.08,4.0,Objection,1.0,0.0,13.8,0.0,73.0,72,2026-02-02,2026-06-08,2026-11-23,1793.0,NHAI,Pending,Pending,No,4.0,None,Complete,Complete,168.25,67.0
AH100650,Haryana,Ambala,Road Widening,5.56,4.0,Compensation,1.0,0.0,54.4,1.0,64.0,66,2025-03-16,2025-07-01,2025-12-08,1502.0,Special LA Unit,Completed,Completed,No,18.0,None,Partial,Partial,33.79,19.0
AH100651,Uttarakhand,Dehradun,Railway,32.02,12.0,Compensation,0.0,2.0,63.8,0.0,128.0,137,2025-08-10,2024-07-05,2024-09-20,3601.0,State PWD,Completed,Completed,No,18.0,High,Partial,Complete,112.44,135.0
AH100652,Uttar Pradesh,Agra,Bypass,29.65,12.0,Compensation,0.0,0.0,74.6,0.0,75.0,115,2024-07-01,2026-04-09,2026-10-05,3176.0,District Administration,Pending,Pending,No,0.0,Medium,Partial,Complete,114.31,117.0
AH100653,Punjab,Moga,Highway,13.98,9.0,Objection,,0.0,22.1,3.0,101.0,114,2025-12-24,2025-12-12,2026-02-21,2797.0,District Administration,Not Required,Completed,No,11.0,Medium,Pending,Partial,121.24,99.0
AH100654,Haryana,Hisar,Highway,19.16,,Compensation,0.0,0.0,63.8,3.0,38.0,84,2025-05-12,2025-01-31,2025-07-03,407.0,Special LA Unit,Not Required,Completed,Yes,28.0,None,Complete,Complete,36.05,177.0
AH100655,Haryana,Karnal,Road Widening,18.28,8.0,Compensation,0.0,0.0,73.4,0.0,144.0,105,2025-04-24,2024-05-11,2024-06-25,433.0,District Administration,Completed,Pending,No,1.0,None,Complete,Partial,15.95,63.0
AH100656,Punjab,Ludhiana,Highway,8.02,4.0,Compensation,1.0,0.0,96.4,0.0,50.0,65,2025-11-20,2024-12-28,2025-03-14,3199.0,Special LA Unit,Pending,Pending,No,2.0,None,Partial,Partial,92.76,135.0
AH100657,Uttarakhand,Haridwar,Railway,9.57,4.0,Notification,0.0,0.0,,1.0,43.0,74,2025-07-23,2025-12-24,2026-04-19,2375.0,State PWD,Completed,Completed,No,15.0,High,Complete,Complete,42.69,167.0
AH100658,Rajasthan,Kota,Railway,5.51,2.0,Award,0.0,0.0,45.3,0.0,60.0,48,2024-03-06,2025-06-03,2025-11-25,4156.0,Special LA Unit,Pending,Completed,No,30.0,High,Pending,Complete,6.06,109.0
AH100659,Madhya Pradesh,Indore,Railway,9.54,4.0,Notification,0.0,0.0,18.1,3.0,21.0,66,2024-09-16,2024-06-16,2024-08-24,194.0,Special LA Unit,Completed,Not Required,No,19.0,Medium,Complete,Complete,45.01,3.0
AH100660,Uttar Pradesh,Lucknow,Bridge,28.68,12.0,Compensation,1.0,0.0,82.9,1.0,105.0,119,2024-06-08,2024-05-22,2024-08-24,971.0,District Administration,Pending,Not Required,No,20.0,Low,Complete,Partial,81.79,125.0
AH100661,Punjab,Firozpur,Road Widening,24.41,10.0,Objection,1.0,0.0,29.3,4.0,45.0,82,2025-10-23,2026-05-20,2026-10-23,3959.0,State PWD,Not Required,Pending,No,29.0,None,Complete,Complete,89.33,38.0
AH100662,Rajasthan,Udaipur,Bridge,19.2,9.0,Possession,0.0,0.0,90.9,0.0,76.0,57,2024-02-01,2025-02-06,2025-05-17,4896.0,NHAI,Completed,Not Required,No,1.0,None,Complete,Partial,76.47,20.0
AH100663,Uttar Pradesh,Meerut,Road Widening,26.99,9.0,Compensation,1.0,0.0,65.7,2.0,119.0,129,2024-07-01,2025-09-09,2026-01-19,3685.0,NHAI,Not Required,Not Required,No,22.0,Medium,Partial,Partial,40.59,85.0
AH100664,Uttarakhand,Udham Singh Nagar,Highway,8.75,2.0,Award,0.0,0.0,,2.0,69.0,105,2025-06-21,2024-11-20,2025-02-20,113.0,State PWD,Pending,Not Required,No,28.0,None,Partial,Partial,105.95,136.0
AH100665,Uttarakhand,Dehradun,Bypass,4.4,1.0,Compensation,1.0,0.0,68.0,0.0,44.0,52,2025-09-17,2024-03-22,2024-04-21,300.0,State PWD,Pending,Not Required,No,24.0,None,Complete,Pending,59.16,107.0
AH100666,Haryana,Hisar,Railway,10.45,5.0,Objection,2.0,0.0,25.0,1.0,19.0,66,2025-03-28,2025-01-05,2025-03-18,4397.0,NHAI,Completed,Not Required,Yes,6.0,None,Complete,Complete,79.35,10.0
AH100667,Himachal Pradesh,Sirmaur,Bridge,11.18,7.0,Notification,1.0,0.0,13.4,1.0,32.0,77,2026-02-13,2025-09-15,2026-01-07,2523.0,Special LA Unit,Completed,Not Required,No,28.0,None,Partial,Complete,154.84,124.0
AH100668,Himachal Pradesh,Shimla,Highway,21.21,7.0,Notification,1.0,0.0,3.7,0.0,18.0,67,2026-04-07,2024-10-27,2024-11-28,2509.0,NHAI,Completed,Completed,No,14.0,None,Partial,Complete,85.66,8.0
AH100669,Rajasthan,Kota,Highway,18.44,6.0,Compensation,0.0,0.0,72.2,0.0,68.0,79,2024-04-28,2025-06-27,2025-08-30,4809.0,State PWD,Completed,Pending,No,10.0,None,Complete,Partial,33.83,61.0
AH100670,Himachal Pradesh,Kangra,Bypass,28.19,15.0,Possession,0.0,0.0,84.6,0.0,68.0,74,2026-05-07,2025-01-29,2025-07-20,1277.0,State PWD,Pending,Not Required,Yes,6.0,None,Complete,Complete,159.49,49.0
AH100671,Uttarakhand,Udham Singh Nagar,Highway,2.15,,Objection,1.0,0.0,20.0,2.0,60.0,95,2025-07-06,2024-10-30,2024-12-01,1458.0,Special LA Unit,Completed,Completed,No,17.0,Medium,Pending,Complete,120.88,89.0
AH100672,Uttarakhand,Udham Singh Nagar,Road Widening,6.06,6.0,Compensation,0.0,0.0,83.6,1.0,62.0,59,2025-07-26,2024-08-17,2024-10-23,3446.0,NHAI,Completed,Completed,No,4.0,High,Complete,Complete,4.8,108.0
AH100673,Rajasthan,Jodhpur,Road Widening,11.05,6.0,Notification,0.0,1.0,14.8,1.0,54.0,78,2024-03-26,2024-08-22,2024-12-22,4526.0,Special LA Unit,Not Required,Completed,No,30.0,None,Partial,Pending,139.67,63.0
AH100674,Uttarakhand,Udham Singh Nagar,,17.95,9.0,Award,1.0,1.0,,2.0,64.0,112,2025-07-13,2024-08-18,2024-12-10,1860.0,District Administration,Pending,Pending,No,7.0,Low,Complete,Complete,29.01,86.0
AH100675,Punjab,Amritsar,Highway,70.83,26.0,Compensation,1.0,0.0,83.5,0.0,93.0,130,2025-10-15,2025-10-08,2025-12-07,797.0,Special LA Unit,Completed,Not Required,No,17.0,None,Complete,Complete,152.52,14.0
AH100676,Uttarakhand,Udham Singh Nagar,Bypass,5.2,1.0,Compensation,1.0,0.0,57.6,0.0,26.0,51,2025-06-06,2024-10-30,2024-12-07,328.0,Special LA Unit,Pending,Pending,No,1.0,None,Complete,Partial,177.04,28.0
AH100677,Rajasthan,Ajmer,Highway,6.53,1.0,Possession,0.0,0.0,92.2,1.0,21.0,39,2024-03-17,2025-10-29,2026-04-11,82.0,Special LA Unit,Completed,Completed,No,4.0,Medium,Complete,Complete,155.83,138.0
AH100678,Haryana,Panipat,Railway,8.33,4.0,Compensation,0.0,0.0,90.0,1.0,125.0,125,2025-04-15,2024-10-06,2025-01-26,1902.0,State PWD,Pending,Not Required,No,26.0,Medium,Complete,Complete,178.27,172.0
AH100679,Himachal Pradesh,Shimla,Railway,6.34,5.0,Award,0.0,0.0,32.7,1.0,44.0,67,2026-04-22,2024-10-21,2025-02-14,2676.0,District Administration,Completed,Completed,No,29.0,None,Complete,Complete,127.4,64.0
AH100680,Punjab,Firozpur,Road Widening,5.61,3.0,Notification,0.0,0.0,16.8,1.0,56.0,75,2025-10-13,2026-04-11,2026-05-19,2472.0,State PWD,Completed,Not Required,No,12.0,Medium,Pending,Complete,44.92,118.0
AH100681,Rajasthan,Alwar,Highway,12.42,7.0,Objection,2.0,0.0,20.1,2.0,21.0,78,2024-05-03,2026-02-27,2026-04-29,1234.0,Special LA Unit,Not Required,Completed,No,10.0,None,Partial,Complete,35.9,96.0
AH100682,Himachal Pradesh,Kangra,Highway,27.55,11.0,Possession,2.0,0.0,94.2,0.0,19.0,20,2026-05-13,2024-12-26,2025-02-04,3399.0,NHAI,Completed,Completed,No,20.0,None,Complete,Complete,128.86,174.0
AH100683,Himachal Pradesh,Shimla,Bypass,13.22,7.0,Compensation,1.0,1.0,85.2,0.0,30.0,84,2026-05-12,2024-08-29,2025-02-21,4402.0,District Administration,Completed,Completed,No,7.0,None,Complete,Pending,33.32,22.0
AH100684,Uttar Pradesh,Meerut,Highway,5.75,5.0,Award,0.0,0.0,33.3,2.0,72.0,111,2024-06-01,2025-10-06,2026-02-28,1202.0,NHAI,Completed,Pending,No,8.0,Low,Complete,Complete,59.81,42.0
AH100685,Punjab,Patiala,Highway,10.11,7.0,Objection,1.0,1.0,32.3,0.0,14.0,44,2025-12-21,2024-03-03,2024-06-22,3385.0,State PWD,Completed,Not Required,No,19.0,None,Complete,Pending,75.74,79.0
AH100686,Madhya Pradesh,Ujjain,Bridge,4.94,3.0,Notification,0.0,0.0,10.6,1.0,42.0,65,2025-01-01,2025-02-14,2025-06-26,2747.0,Special LA Unit,Not Required,Pending,No,15.0,None,Complete,Complete,95.33,126.0
AH100687,Uttarakhand,Nainital,Highway,27.54,15.0,Compensation,1.0,0.0,73.6,0.0,41.0,73,2025-06-18,2025-06-23,2025-08-16,3450.0,NHAI,Completed,Not Required,No,10.0,None,Complete,Complete,92.83,146.0
AH100688,Haryana,Rohtak,Highway,41.7,16.0,Award,2.0,1.0,45.3,1.0,56.0,96,2025-02-04,2025-08-31,2026-02-25,122.0,Special LA Unit,Completed,Completed,Yes,8.0,None,Pending,Complete,50.71,136.0
AH100689,Punjab,Patiala,Bridge,3.08,5.0,Possession,0.0,1.0,93.0,0.0,27.0,61,2025-12-05,2024-04-06,2024-07-22,3382.0,Special LA Unit,Not Required,Completed,No,12.0,Low,Pending,Complete,131.91,86.0
AH100690,Himachal Pradesh,Mandi,Highway,14.51,7.0,Award,0.0,0.0,37.6,4.0,197.0,165,2026-06-15,2024-01-03,2024-04-19,3749.0,State PWD,Completed,Completed,Yes,26.0,Low,Complete,Complete,175.01,166.0
AH100691,Punjab,Bathinda,Highway,6.16,1.0,Compensation,0.0,0.0,86.5,2.0,64.0,83,2025-12-16,2024-09-05,2025-02-25,3410.0,State PWD,Completed,Pending,No,6.0,None,Complete,Partial,167.37,154.0
AH100692,Himachal Pradesh,Mandi,Highway,12.6,8.0,Notification,1.0,0.0,19.1,2.0,17.0,72,2026-04-18,2024-04-17,2024-05-31,4210.0,NHAI,Completed,Completed,No,7.0,Medium,Pending,Partial,25.47,23.0
AH100693,Himachal Pradesh,Kangra,Railway,11.1,4.0,Notification,1.0,1.0,2.0,0.0,12.0,61,2026-05-01,2025-04-01,2025-07-03,3748.0,Special LA Unit,Not Required,Completed,No,1.0,None,Partial,Pending,162.82,162.0
AH100694,Rajasthan,Alwar,Bypass,3.82,2.0,Objection,2.0,1.0,27.1,,141.0,133,2024-03-22,2026-04-07,2026-05-20,4925.0,District Administration,Completed,Pending,No,5.0,Low,Partial,Partial,24.48,77.0
AH100695,Uttar Pradesh,Varanasi,Railway,33.36,15.0,Objection,1.0,0.0,20.0,1.0,136.0,155,2024-08-16,2024-09-14,2024-12-16,3365.0,Special LA Unit,Pending,Completed,No,2.0,Low,Partial,Pending,35.75,29.0
AH100696,Punjab,Ludhiana,Bridge,10.5,4.0,Possession,1.0,0.0,97.6,0.0,21.0,23,2025-10-11,2025-02-12,2025-04-23,2258.0,State PWD,Pending,Not Required,No,19.0,None,Complete,Complete,28.78,60.0
