state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
Haryana,Karnal,Highway,43.0,19.0,Notification,2.0,0.0,6.1,1.0,33.0,88,2382.0,District Administration,Completed,Completed,No,0.0,Low,Complete,Complete,103.1,25.0
Uttarakhand,Nainital,Bridge,17.27,8.0,Compensation,,0.0,78.3,2.0,158.0,163,2142.0,State PWD,Pending,Not Required,No,15.0,Medium,Partial,Complete,88.49,30.0
Haryana,Panipat,Road Widening,25.86,7.0,Compensation,1.0,0.0,80.6,2.0,52.0,101,536.0,District Administration,Completed,Not Required,No,30.0,None,Partial,Complete,112.13,93.0
Haryana,Panipat,Road Widening,2.55,1.0,Notification,1.0,0.0,16.9,1.0,18.0,41,684.0,State PWD,Pending,Not Required,No,10.0,Low,Complete,Pending,11.32,70.0
Uttarakhand,Nainital,Bridge,2.82,3.0,Notification,0.0,0.0,22.8,1.0,37.0,75,1538.0,District Administration,Pending,Completed,No,7.0,High,Complete,Pending,151.32,175.0
Punjab,Patiala,Bridge,2.9,1.0,Possession,0.0,0.0,83.1,0.0,30.0,21,590.0,District Administration,Not Required,Not Required,No,15.0,None,Partial,Pending,3.79,127.0
Madhya Pradesh,Indore,Road Widening,8.3,2.0,Objection,4.0,1.0,18.3,1.0,51.0,111,2534.0,State PWD,Completed,Completed,No,2.0,Medium,Complete,Pending,81.95,106.0
Punjab,Ludhiana,Railway,3.23,1.0,Possession,2.0,0.0,92.2,0.0,49.0,48,326.0,Special LA Unit,Not Required,Pending,Yes,11.0,None,Pending,Complete,13.31,160.0
Uttar Pradesh,Prayagraj,Road Widening,34.27,15.0,Objection,2.0,0.0,21.0,4.0,32.0,111,117.0,District Administration,Not Required,Pending,No,13.0,None,Complete,Complete,39.06,126.0
Madhya Pradesh,Indore,Highway,10.08,5.0,Award,0.0,0.0,43.3,1.0,46.0,63,3164.0,District Administration,Completed,Completed,No,12.0,Medium,Partial,Complete,123.75,145.0
Himachal Pradesh,Shimla,Highway,20.15,11.0,Compensation,2.0,0.0,63.5,2.0,82.0,122,1299.0,District Administration,Completed,Completed,Yes,16.0,None,Partial,Complete,138.11,21.0
Himachal Pradesh,Shimla,Railway,7.86,3.0,Compensation,0.0,,80.3,2.0,78.0,94,1921.0,Special LA Unit,Completed,Completed,No,15.0,None,Partial,Pending,65.27,107.0
Himachal Pradesh,Kangra,Railway,24.07,9.0,Award,1.0,0.0,53.4,1.0,83.0,117,1712.0,Special LA Unit,Completed,Not Required,No,14.0,Medium,Complete,Pending,171.91,168.0
Madhya Pradesh,Bhopal,Highway,2.25,3.0,Award,0.0,0.0,44.3,3.0,153.0,150,2372.0,District Administration,Pending,Pending,No,9.0,None,Complete,Partial,148.42,161.0
Punjab,Patiala,Highway,11.46,4.0,Award,0.0,0.0,27.7,5.0,93.0,133,2345.0,NHAI,Completed,Not Required,No,23.0,Low,Partial,Pending,99.05,151.0
Himachal Pradesh,Kangra,Railway,18.28,5.0,Compensation,0.0,0.0,87.0,1.0,110.0,129,709.0,NHAI,Completed,Pending,No,10.0,None,Partial,Pending,155.47,102.0
Himachal Pradesh,Solan,Highway,19.63,8.0,Award,2.0,0.0,60.2,1.0,67.0,103,59.0,State PWD,Pending,Completed,No,3.0,High,Complete,Partial,115.44,45.0
Rajasthan,Kota,Railway,9.12,3.0,Compensation,0.0,1.0,71.9,1.0,64.0,88,2243.0,District Administration,Completed,Completed,No,20.0,Medium,Complete,Pending,126.91,57.0
Punjab,Bathinda,Railway,2.79,2.0,Award,0.0,0.0,35.7,0.0,69.0,70,2848.0,State PWD,Not Required,Not Required,No,25.0,Low,Complete,Pending,166.46,178.0
Himachal Pradesh,Kangra,Highway,28.21,10.0,Objection,1.0,0.0,19.2,1.0,35.0,103,3854.0,Special LA Unit,Completed,Completed,No,0.0,None,Partial,Complete,163.54,152.0
Punjab,Jalandhar,Highway,8.56,5.0,Objection,1.0,0.0,20.3,0.0,67.0,80,1028.0,State PWD,Completed,Completed,No,15.0,Medium,Complete,Complete,163.87,91.0
Uttar Pradesh,Varanasi,Highway,9.21,4.0,Objection,1.0,2.0,10.0,1.0,108.0,124,464.0,District Administration,Not Required,Completed,No,2.0,Low,Pending,Complete,154.01,138.0
Punjab,Ludhiana,Highway,78.75,27.0,Compensation,0.0,0.0,71.0,1.0,67.0,112,3006.0,District Administration,Completed,Not Required,No,2.0,None,Complete,Pending,163.28,133.0
Rajasthan,Kota,Road Widening,12.96,5.0,Possession,0.0,0.0,91.8,0.0,37.0,26,4516.0,State PWD,Completed,Pending,Yes,23.0,None,Complete,Complete,99.4,131.0
Haryana,Hisar,Railway,7.68,2.0,Notification,,0.0,21.6,3.0,35.0,77,1233.0,District Administration,Not Required,Completed,Yes,30.0,Medium,Complete,Complete,126.12,123.0
Uttarakhand,Haridwar,Bypass,7.3,7.0,Objection,4.0,0.0,30.6,0.0,131.0,134,474.0,District Administration,Completed,Not Required,No,0.0,Low,Partial,Partial,72.7,180.0
Haryana,Ambala,Highway,20.66,9.0,Possession,0.0,1.0,85.9,0.0,40.0,54,2043.0,State PWD,Not Required,Not Required,Yes,27.0,None,Partial,Complete,65.95,114.0
Uttarakhand,Dehradun,Railway,5.94,5.0,Objection,2.0,0.0,28.5,1.0,16.0,73,2825.0,Special LA Unit,Not Required,Not Required,No,8.0,None,Partial,Pending,9.9,111.0
Uttar Pradesh,Prayagraj,Highway,18.45,8.0,Award,2.0,2.0,41.4,3.0,39.0,132,3136.0,District Administration,Completed,Completed,No,9.0,Low,Complete,Complete,134.69,146.0
Uttarakhand,Nainital,Bypass,30.45,15.0,Compensation,1.0,1.0,74.6,0.0,109.0,112,608.0,Special LA Unit,Pending,Not Required,Yes,14.0,Low,Complete,Pending,135.96,73.0
Uttarakhand,Dehradun,Highway,11.08,3.0,Award,0.0,0.0,55.3,0.0,62.0,74,3300.0,District Administration,Pending,Pending,No,15.0,High,Complete,Complete,122.95,17.0
Uttarakhand,Udham Singh Nagar,Road Widening,27.65,10.0,Award,2.0,1.0,34.2,1.0,36.0,87,1748.0,Special LA Unit,Not Required,Completed,Yes,4.0,None,Complete,Complete,19.51,13.0
Madhya Pradesh,Gwalior,Road Widening,11.26,7.0,Possession,0.0,0.0,90.5,0.0,41.0,53,201.0,District Administration,Pending,Pending,No,7.0,Low,Complete,Complete,137.57,111.0
Madhya Pradesh,Bhopal,Highway,6.66,3.0,Compensation,1.0,0.0,91.1,0.0,121.0,130,4615.0,District Administration,Pending,Not Required,No,14.0,None,Partial,Complete,156.18,94.0
Uttar Pradesh,Kanpur Nagar,Bridge,2.9,1.0,Compensation,0.0,0.0,68.8,1.0,50.0,44,2698.0,Special LA Unit,Completed,Completed,No,15.0,None,Complete,Complete,158.83,88.0
Haryana,Panipat,Highway,15.09,6.0,Objection,2.0,1.0,25.1,3.0,49.0,140,1560.0,State PWD,Pending,Completed,No,13.0,Medium,Pending,Partial,49.13,175.0
Uttarakhand,Dehradun,Highway,15.36,10.0,Objection,1.0,0.0,41.1,1.0,12.0,62,4092.0,Special LA Unit,Pending,Completed,No,7.0,None,Partial,Partial,49.13,174.0
Madhya Pradesh,Bhopal,Road Widening,27.5,15.0,Possession,1.0,0.0,83.2,1.0,48.0,57,3995.0,District Administration,Not Required,Pending,No,7.0,None,Pending,Complete,171.84,74.0
Madhya Pradesh,Jabalpur,Road Widening,25.34,11.0,Possession,1.0,0.0,87.9,0.0,45.0,29,1071.0,District Administration,Completed,Not Required,Yes,11.0,None,Partial,Complete,34.21,19.0
Madhya Pradesh,Gwalior,Highway,69.22,26.0,Compensation,1.0,0.0,73.5,1.0,,111,4805.0,NHAI,Completed,Completed,Yes,11.0,Medium,Partial,Partial,122.09,26.0
Uttar Pradesh,Prayagraj,Highway,7.29,5.0,Notification,0.0,0.0,10.3,2.0,16.0,37,2683.0,NHAI,Not Required,Completed,No,8.0,None,Partial,Pending,92.52,108.0
Uttarakhand,Haridwar,Highway,16.16,8.0,Compensation,0.0,0.0,94.4,1.0,143.0,126,1348.0,District Administration,Pending,Not Required,Yes,6.0,None,Complete,Complete,52.97,169.0
Punjab,Amritsar,Bypass,6.66,4.0,Notification,0.0,0.0,8.0,1.0,9.0,48,2265.0,Special LA Unit,Completed,Not Required,No,13.0,Low,Complete,Partial,129.56,21.0
Madhya Pradesh,Jabalpur,Road Widening,26.33,10.0,Compensation,1.0,0.0,73.4,1.0,89.0,106,979.0,District Administration,,Not Required,No,26.0,Low,Pending,Partial,57.91,121.0
Himachal Pradesh,Kangra,Highway,5.43,2.0,Compensation,1.0,0.0,93.8,2.0,92.0,124,4257.0,State PWD,Not Required,Completed,No,2.0,High,Complete,Complete,160.48,166.0
Haryana,Karnal,Highway,25.96,11.0,Award,1.0,0.0,47.3,0.0,121.0,118,1380.0,Special LA Unit,Not Required,Not Required,No,3.0,None,Pending,Complete,167.63,145.0
Uttar Pradesh,Kanpur Nagar,Bridge,6.38,4.0,Award,0.0,0.0,53.2,0.0,149.0,123,2221.0,District Administration,Completed,Completed,Yes,16.0,High,Complete,Pending,155.92,176.0
Madhya Pradesh,Gwalior,Bypass,22.91,12.0,Compensation,1.0,1.0,72.6,1.0,126.0,133,388.0,District Administration,Pending,Pending,No,24.0,None,Partial,Complete,37.37,93.0
Rajasthan,Kota,Highway,33.3,13.0,Possession,2.0,2.0,94.8,0.0,61.0,98,4722.0,Special LA Unit,Completed,Completed,Yes,6.0,None,Partial,Complete,175.37,164.0
Rajasthan,Ajmer,Road Widening,3.19,1.0,Objection,3.0,1.0,36.3,2.0,143.0,176,1549.0,Special LA Unit,Completed,Not Required,No,9.0,Low,Partial,Complete,60.91,35.0
Madhya Pradesh,Indore,Highway,3.8,,Notification,0.0,0.0,8.5,1.0,35.0,72,3279.0,State PWD,Pending,Completed,No,5.0,None,Partial,Complete,96.46,133.0
Haryana,Panipat,Highway,14.58,5.0,Compensation,0.0,0.0,79.9,2.0,129.0,138,1797.0,NHAI,Completed,Not Required,No,26.0,Medium,Complete,Partial,156.08,81.0
Punjab,Bathinda,Bypass,13.32,3.0,Objection,3.0,0.0,21.4,0.0,80.0,114,2828.0,State PWD,Completed,Not Required,No,10.0,None,Pending,Pending,95.4,148.0
Rajasthan,Udaipur,Bypass,9.32,7.0,Objection,1.0,0.0,14.2,4.0,13.0,88,2823.0,NHAI,Completed,Not Required,No,9.0,None,Partial,Partial,54.37,168.0
Punjab,Firozpur,Highway,7.97,3.0,Objection,1.0,0.0,32.6,2.0,61.0,108,1495.0,NHAI,Completed,Completed,No,22.0,Low,Complete,Partial,50.77,127.0
Uttar Pradesh,Kanpur Nagar,Bypass,5.77,2.0,Objection,2.0,0.0,19.1,0.0,61.0,91,2189.0,District Administration,Completed,Completed,No,4.0,None,Pending,Complete,90.73,111.0
Rajasthan,Kota,Railway,15.82,8.0,Award,1.0,0.0,32.4,4.0,95.0,145,3002.0,Special LA Unit,Not Required,Completed,No,11.0,Low,Pending,Complete,119.14,165.0
Uttarakhand,Nainital,Railway,5.26,7.0,Possession,0.0,0.0,89.1,0.0,55.0,37,1125.0,District Administration,Completed,Completed,No,11.0,None,Partial,Partial,114.29,153.0
Punjab,Ludhiana,Railway,16.3,6.0,Compensation,2.0,0.0,71.2,1.0,99.0,133,699.0,State PWD,Pending,Completed,No,23.0,None,Complete,Complete,2.22,80.0
Uttarakhand,Haridwar,Road Widening,7.33,2.0,Compensation,0.0,0.0,80.8,2.0,108.0,87,932.0,NHAI,Completed,Pending,No,5.0,None,Pending,Complete,134.89,151.0
Rajasthan,Jodhpur,Bridge,8.34,3.0,Notification,0.0,0.0,2.9,4.0,39.0,63,2110.0,Special LA Unit,Not Required,Not Required,No,30.0,None,Partial,Complete,67.06,46.0
Rajasthan,Jaipur,Highway,33.56,10.0,Compensation,1.0,1.0,70.8,1.0,53.0,97,1109.0,District Administration,Pending,Not Required,No,12.0,High,Partial,Complete,179.68,95.0
Madhya Pradesh,Jabalpur,Road Widening,26.88,12.0,Award,1.0,0.0,56.2,0.0,49.0,88,1457.0,NHAI,Not Required,Completed,No,29.0,None,Complete,Complete,39.41,106.0
Haryana,Ambala,Highway,5.12,4.0,Compensation,1.0,1.0,78.2,0.0,121.0,116,3444.0,State PWD,Completed,Completed,No,5.0,Low,Partial,Pending,148.66,156.0
Himachal Pradesh,Shimla,Bypass,5.69,2.0,Award,0.0,0.0,38.8,4.0,128.0,126,3367.0,NHAI,Completed,Pending,No,6.0,Medium,Pending,Complete,69.76,103.0
Madhya Pradesh,Gwalior,Highway,23.13,8.0,Compensation,1.0,0.0,72.5,2.0,70.0,96,4720.0,State PWD,Completed,Not Required,No,2.0,None,Complete,Pending,78.54,49.0
Uttar Pradesh,Lucknow,Highway,3.53,7.0,Objection,3.0,0.0,28.8,0.0,13.0,75,3831.0,NHAI,Completed,Completed,Yes,28.0,High,Complete,Complete,132.55,91.0
Himachal Pradesh,Shimla,Railway,41.1,14.0,Compensation,3.0,0.0,86.3,3.0,103.0,138,2150.0,NHAI,Pending,Completed,No,19.0,None,Partial,Complete,132.26,60.0
Uttar Pradesh,Lucknow,Highway,13.39,5.0,Compensation,0.0,0.0,68.7,0.0,33.0,44,4646.0,Special LA Unit,Not Required,Completed,Yes,26.0,Medium,Pending,Complete,92.82,157.0
Rajasthan,Jodhpur,Highway,7.3,4.0,Award,1.0,0.0,59.3,4.0,55.0,125,4608.0,NHAI,Completed,Not Required,No,2.0,Low,Complete,Partial,40.93,49.0
Madhya Pradesh,Jabalpur,Highway,12.05,7.0,Possession,2.0,0.0,92.3,0.0,70.0,59,1149.0,NHAI,Pending,Completed,No,0.0,Medium,Partial,Partial,150.8,88.0
Madhya Pradesh,Jabalpur,Railway,37.97,15.0,Notification,1.0,0.0,12.4,1.0,72.0,123,898.0,NHAI,Pending,Not Required,No,16.0,None,Complete,Complete,126.79,8.0
Uttarakhand,Nainital,Highway,1.95,2.0,Notification,0.0,0.0,,2.0,46.0,56,4429.0,Special LA Unit,Completed,Not Required,No,30.0,Medium,Partial,Complete,168.46,148.0
Himachal Pradesh,Solan,Highway,28.57,13.0,Compensation,0.0,0.0,58.4,0.0,72.0,89,4457.0,Special LA Unit,Pending,Not Required,No,10.0,High,Partial,Complete,104.49,155.0
Himachal Pradesh,Mandi,Road Widening,32.96,19.0,Compensation,0.0,0.0,77.6,0.0,123.0,121,4237.0,District Administration,Pending,Pending,No,29.0,None,Complete,Partial,57.37,49.0
Madhya Pradesh,Jabalpur,Bridge,9.09,3.0,Notification,0.0,0.0,2.1,0.0,31.0,41,2328.0,Special LA Unit,Not Required,Not Required,No,26.0,Low,Partial,Complete,155.6,27.0
Himachal Pradesh,Mandi,Railway,11.24,4.0,Notification,0.0,0.0,4.7,1.0,54.0,85,4319.0,Special LA Unit,Pending,Completed,No,23.0,None,Complete,Complete,4.39,130.0
Uttarakhand,Haridwar,Highway,13.41,6.0,Notification,1.0,,7.2,3.0,25.0,81,3856.0,State PWD,Not Required,Completed,No,28.0,Low,Partial,Partial,92.22,164.0
Rajasthan,Kota,Bypass,22.28,10.0,Notification,0.0,0.0,14.0,2.0,7.0,69,3715.0,State PWD,Completed,Completed,Yes,18.0,High,Pending,Complete,118.2,71.0
Himachal Pradesh,Sirmaur,Bypass,6.42,8.0,Award,0.0,0.0,48.1,3.0,64.0,113,3030.0,NHAI,Not Required,Pending,No,19.0,Low,Pending,Partial,173.63,92.0
Rajasthan,Kota,Railway,11.79,5.0,Notification,0.0,0.0,6.5,1.0,77.0,93,1375.0,District Administration,Not Required,Completed,Yes,30.0,Medium,Complete,Complete,100.75,4.0
Uttarakhand,Udham Singh Nagar,Road Widening,10.97,6.0,Award,1.0,0.0,26.1,2.0,61.0,77,3748.0,Special LA Unit,Completed,Pending,No,11.0,Medium,Pending,Partial,98.5,80.0
Punjab,Amritsar,Highway,21.26,5.0,Compensation,0.0,0.0,59.1,0.0,29.0,72,4395.0,NHAI,Completed,Not Required,No,6.0,Low,Complete,Pending,118.91,64.0
Uttar Pradesh,Agra,Railway,116.06,43.0,Compensation,1.0,0.0,84.8,1.0,73.0,168,4427.0,District Administration,Not Required,Completed,No,16.0,None,Complete,Complete,97.64,6.0
Uttar Pradesh,Varanasi,Road Widening,6.4,3.0,Possession,1.0,0.0,85.3,1.0,77.0,58,3017.0,State PWD,Completed,Completed,No,24.0,Low,Complete,Complete,70.79,160.0
Haryana,Sirsa,Highway,12.77,8.0,Notification,2.0,0.0,12.2,0.0,16.0,69,244.0,Special LA Unit,Completed,Not Required,No,5.0,High,Complete,Complete,75.84,170.0
Himachal Pradesh,Sirmaur,Highway,6.25,3.0,Notification,0.0,0.0,8.1,4.0,,91,3716.0,District Administration,Pending,Not Required,No,28.0,Low,Partial,Complete,12.44,52.0
Uttar Pradesh,Lucknow,Highway,7.88,2.0,Notification,0.0,0.0,11.3,4.0,7.0,64,1304.0,State PWD,Not Required,Completed,No,27.0,None,Complete,Complete,75.72,103.0
Uttarakhand,Haridwar,Road Widening,4.78,3.0,Objection,2.0,0.0,31.8,2.0,68.0,97,1066.0,NHAI,Completed,Completed,Yes,15.0,Medium,Complete,Partial,31.72,43.0
Haryana,Panipat,Highway,3.25,1.0,Award,0.0,0.0,26.6,1.0,140.0,121,438.0,District Administration,Completed,Completed,Yes,28.0,High,Complete,Partial,118.72,73.0
Rajasthan,Kota,Road Widening,32.64,12.0,Notification,0.0,0.0,19.5,3.0,32.0,85,829.0,Special LA Unit,Completed,Completed,No,9.0,None,Complete,Pending,89.08,131.0
Uttarakhand,Dehradun,Bypass,16.16,7.0,Compensation,0.0,0.0,66.6,1.0,156.0,149,2475.0,NHAI,Completed,Completed,No,25.0,None,Partial,Pending,28.07,80.0
Punjab,Jalandhar,Highway,12.92,2.0,Possession,0.0,0.0,81.2,0.0,37.0,18,1420.0,NHAI,Completed,Completed,No,13.0,None,Complete,Complete,51.37,2.0
Uttarakhand,Nainital,Highway,5.68,3.0,Objection,1.0,0.0,15.4,1.0,26.0,72,1939.0,Special LA Unit,Pending,Pending,No,25.0,High,Complete,Pending,20.46,18.0
Uttar Pradesh,Meerut,Highway,11.2,,Notification,0.0,0.0,17.3,2.0,21.0,71,2581.0,State PWD,Not Required,Completed,No,30.0,Low,Partial,Complete,71.68,65.0
Uttar Pradesh,Meerut,Highway,4.47,1.0,Compensation,0.0,0.0,80.2,1.0,129.0,112,2659.0,District Administration,Not Required,Completed,No,3.0,None,Partial,Complete,152.2,163.0
Madhya Pradesh,Bhopal,Bypass,11.67,4.0,Compensation,0.0,,78.0,1.0,67.0,99,2112.0,District Administration,Not Required,Completed,No,23.0,None,Complete,Complete,162.84,110.0
Haryana,Rohtak,Road Widening,15.86,8.0,Notification,0.0,0.0,8.7,1.0,13.0,32,2291.0,State PWD,Not Required,Completed,No,10.0,Low,Complete,Complete,136.63,163.0
Haryana,Karnal,Bypass,7.53,5.0,Compensation,0.0,0.0,76.2,0.0,9.0,39,4443.0,State PWD,Completed,Pending,Yes,16.0,High,Complete,Complete,147.86,18.0
Uttar Pradesh,Agra,Bridge,6.28,4.0,Objection,1.0,0.0,22.1,0.0,39.0,77,1451.0,District Administration,Completed,Not Required,Yes,22.0,None,Pending,Complete,178.61,145.0
Haryana,Panipat,Highway,7.86,4.0,Compensation,0.0,0.0,61.9,0.0,62.0,50,114.0,NHAI,Completed,Not Required,Yes,3.0,High,Complete,Complete,122.05,74.0
Madhya Pradesh,Jabalpur,Railway,23.87,13.0,Compensation,0.0,0.0,68.6,0.0,68.0,83,4011.0,NHAI,Pending,Completed,No,23.0,Medium,Pending,Partial,10.39,24.0
Uttarakhand,Haridwar,Highway,14.17,7.0,Objection,1.0,2.0,20.9,4.0,27.0,129,446.0,Special LA Unit,Not Required,Completed,No,21.0,Low,Partial,Complete,45.52,108.0
Punjab,Bathinda,Road Widening,3.05,1.0,Objection,1.0,0.0,27.5,1.0,30.0,44,3883.0,NHAI,Completed,Not Required,Yes,16.0,None,Pending,Partial,71.29,150.0
Uttarakhand,Udham Singh Nagar,Highway,22.09,9.0,Compensation,0.0,0.0,88.6,0.0,48.0,72,1660.0,NHAI,Completed,Completed,No,8.0,None,Pending,Pending,53.23,133.0
Rajasthan,Ajmer,Highway,18.95,8.0,Compensation,0.0,0.0,75.0,0.0,63.0,85,4214.0,District Administration,Completed,Pending,No,9.0,Medium,Partial,Complete,45.62,10.0
Himachal Pradesh,Solan,Railway,14.0,5.0,Possession,0.0,0.0,93.1,0.0,110.0,72,880.0,District Administration,Completed,Not Required,No,30.0,None,Complete,Partial,107.43,34.0
Rajasthan,Jodhpur,Road Widening,48.36,,Award,1.0,0.0,52.1,4.0,79.0,146,864.0,State PWD,,Completed,No,27.0,Low,Complete,Pending,5.47,32.0
Himachal Pradesh,Kangra,Highway,12.19,6.0,Compensation,0.0,0.0,85.7,0.0,97.0,125,2063.0,NHAI,Completed,Completed,No,16.0,None,Partial,Partial,51.12,120.0
Rajasthan,Jodhpur,Highway,17.22,8.0,Compensation,1.0,1.0,,0.0,82.0,108,2123.0,State PWD,Completed,Completed,No,25.0,Low,Complete,Complete,67.4,146.0
Haryana,Ambala,Road Widening,17.8,9.0,Compensation,0.0,0.0,87.9,4.0,58.0,100,3602.0,NHAI,Not Required,Completed,No,19.0,Low,Partial,Partial,111.13,177.0
Rajasthan,Udaipur,Railway,25.17,10.0,Objection,1.0,0.0,22.3,2.0,46.0,107,3254.0,District Administration,Completed,Completed,Yes,17.0,None,Complete,Complete,19.44,140.0
Rajasthan,Jaipur,Road Widening,9.88,5.0,Objection,1.0,0.0,11.6,2.0,45.0,83,4967.0,State PWD,Completed,Completed,No,30.0,Medium,Complete,Complete,42.4,161.0
Uttarakhand,Haridwar,Highway,6.9,3.0,Compensation,0.0,0.0,75.1,0.0,156.0,119,3402.0,Special LA Unit,Pending,Pending,No,1.0,Medium,Partial,Partial,170.82,87.0
Punjab,,Highway,27.31,13.0,Notification,0.0,0.0,6.5,3.0,16.0,51,1050.0,Special LA Unit,Completed,Completed,Yes,23.0,None,Partial,Complete,42.47,123.0
Rajasthan,Udaipur,Railway,26.13,8.0,Notification,0.0,0.0,13.3,3.0,8.0,95,488.0,State PWD,Pending,Completed,No,5.0,None,Complete,Complete,128.33,144.0
Himachal Pradesh,Mandi,Railway,35.29,13.0,Notification,1.0,0.0,12.0,2.0,77.0,127,1366.0,District Administration,Completed,Completed,Yes,15.0,None,Partial,Complete,146.95,80.0
Madhya Pradesh,Indore,Highway,17.0,6.0,Possession,0.0,0.0,92.1,0.0,81.0,78,4918.0,District Administration,Completed,Completed,Yes,16.0,None,Partial,Complete,133.24,176.0
Madhya Pradesh,Ujjain,Highway,2.94,2.0,Compensation,0.0,0.0,94.6,0.0,45.0,64,,State PWD,Completed,Completed,No,17.0,None,Complete,Complete,41.87,27.0
Madhya Pradesh,Jabalpur,Highway,13.73,,Compensation,3.0,0.0,,1.0,32.0,85,3718.0,District Administration,Not Required,Not Required,No,23.0,Medium,Complete,Pending,22.54,41.0
Haryana,Panipat,Road Widening,12.29,3.0,Possession,0.0,0.0,95.9,1.0,18.0,24,1396.0,NHAI,Completed,Completed,Yes,28.0,Low,Complete,Pending,168.09,45.0
Uttar Pradesh,Meerut,Highway,33.95,14.0,Compensation,1.0,1.0,56.7,0.0,67.0,85,2370.0,Special LA Unit,,Not Required,No,5.0,None,Complete,Complete,34.8,139.0
Madhya Pradesh,Bhopal,Road Widening,29.36,12.0,Award,1.0,1.0,47.3,3.0,25.0,115,3533.0,Special LA Unit,Completed,Not Required,Yes,29.0,None,Partial,Partial,2.11,162.0
Uttar Pradesh,Lucknow,Bridge,20.1,7.0,Award,1.0,1.0,57.4,3.0,121.0,152,4737.0,Special LA Unit,Not Required,Completed,No,12.0,None,Complete,Partial,7.92,124.0
Rajasthan,Kota,,2.05,2.0,Compensation,0.0,0.0,83.0,2.0,83.0,91,2938.0,NHAI,Not Required,Completed,No,15.0,None,Complete,Complete,167.46,37.0
Madhya Pradesh,Indore,Highway,5.92,2.0,Possession,0.0,0.0,92.4,0.0,23.0,28,155.0,Special LA Unit,Completed,Completed,No,14.0,None,Complete,Complete,153.89,43.0
Uttarakhand,Dehradun,Highway,8.76,5.0,Compensation,1.0,0.0,88.0,3.0,42.0,89,4281.0,District Administration,Pending,Not Required,No,10.0,Medium,Partial,Partial,20.65,45.0
Punjab,Jalandhar,Highway,8.93,4.0,Award,0.0,0.0,27.8,4.0,66.0,92,4672.0,Special LA Unit,Pending,Not Required,No,12.0,None,Complete,Complete,177.47,97.0
Madhya Pradesh,Bhopal,Bridge,13.76,9.0,Compensation,1.0,0.0,75.9,1.0,164.0,148,215.0,NHAI,Pending,Pending,No,24.0,None,Partial,Complete,41.3,9.0
Madhya Pradesh,Ujjain,Bridge,42.02,15.0,Award,0.0,0.0,41.9,2.0,36.0,99,1991.0,State PWD,Not Required,Not Required,Yes,0.0,None,Partial,Partial,96.94,7.0
Punjab,Firozpur,Highway,23.16,9.0,Award,0.0,0.0,48.1,1.0,91.0,107,4899.0,NHAI,Completed,Not Required,Yes,4.0,Medium,Complete,Pending,130.06,145.0
Uttarakhand,Dehradun,Bridge,5.47,2.0,Objection,2.0,0.0,32.7,3.0,37.0,92,4770.0,Special LA Unit,Not Required,Pending,No,15.0,None,Complete,Complete,91.43,144.0
Punjab,Patiala,Highway,5.9,6.0,Notification,0.0,0.0,13.1,1.0,44.0,53,4823.0,NHAI,Pending,Not Required,No,12.0,None,Pending,Complete,97.83,127.0
Himachal Pradesh,Mandi,Road Widening,5.47,2.0,Objection,1.0,1.0,17.3,1.0,55.0,97,4878.0,NHAI,Completed,Completed,No,21.0,None,Complete,Partial,155.67,57.0
Punjab,Bathinda,Railway,10.81,3.0,Compensation,0.0,0.0,87.4,2.0,45.0,71,160.0,NHAI,Completed,Completed,Yes,0.0,None,Partial,Partial,96.75,37.0
Himachal Pradesh,Shimla,Highway,23.68,8.0,Notification,2.0,0.0,8.5,4.0,14.0,85,797.0,Special LA Unit,Completed,Not Required,No,9.0,None,Partial,Pending,50.68,90.0
Madhya Pradesh,Bhopal,Road Widening,27.1,10.0,Possession,1.0,0.0,94.6,1.0,63.0,69,2522.0,District Administration,Completed,Not Required,Yes,25.0,Medium,Complete,Complete,160.9,143.0
Madhya Pradesh,Gwalior,Road Widening,8.67,3.0,Notification,0.0,0.0,11.9,1.0,27.0,61,3036.0,NHAI,Completed,Completed,Yes,7.0,Low,Pending,Partial,160.56,145.0
Madhya Pradesh,Bhopal,Highway,11.64,4.0,Notification,0.0,0.0,3.6,1.0,18.0,41,2037.0,State PWD,Not Required,Completed,No,1.0,None,Complete,Complete,29.86,110.0
Uttar Pradesh,Prayagraj,Bridge,49.55,19.0,Award,0.0,0.0,61.2,1.0,59.0,85,1377.0,State PWD,Completed,Completed,No,7.0,None,Partial,Complete,11.92,32.0
Punjab,Amritsar,Highway,3.38,1.0,Objection,2.0,0.0,26.5,3.0,66.0,116,1308.0,Special LA Unit,Completed,Completed,Yes,16.0,Medium,Complete,Complete,171.18,112.0
Punjab,Jalandhar,Highway,20.54,10.0,Notification,0.0,0.0,24.6,1.0,17.0,59,3036.0,NHAI,Not Required,Completed,No,18.0,None,Partial,Pending,44.0,57.0
Punjab,Jalandhar,Bridge,18.74,8.0,Notification,0.0,0.0,,0.0,27.0,20,4890.0,NHAI,Not Required,Completed,No,30.0,Medium,Partial,Partial,142.46,180.0
