Case ID,State,District,Project Type,Land Area (Acres),Number of Landowners,Acquisition Stage,Number of Objections,Number of Court Cases,Compensation Completed (%),Pending Approvals,Days in Current Stage,Approximate Delay Days,Notification_3A_Date,Sanction_Date,Notification_3D_Date,Sanction_Amount_Lakh,Land_Acquisition_Agency,Environmental_Clearance,Forest_Clearance,Relocation_Required,Structures_Affected,Dispute_Severity,Payment_Status,Document_Verification_Status,Project_Length_Km,Last_Review_Days_Ago
AH102771,Rajasthan,Jaipur,Highway,8.71,7.0,Notification,0.0,0.0,10.7,1.0,32.0,76,06-02-2024,17-05-2024,07-08-2024,2291.0,District Administration,Pending,Not Required,No,15,None,Complete,Complete,69.97,73
AH102772,Uttar Pradesh,Meerut,Road Widening,21.71,10.0,Compensation,0.0,0.0,69.4,0.0,135.0,127,02-07-2024,28-09-2025,29-10-2025,308.0,State PWD,Pending,Pending,Yes,4,None,Partial,Pending,176.58,127
AH102773,Uttarakhand,Dehradun,Highway,21.95,11.0,Award,0.0,0.0,47.2,2.0,18.0,55,27-09-2025,13-02-2024,13-04-2024,3076.0,Special LA Unit,Not Required,Completed,No,27,None,Complete,Complete,111.16,160
AH102774,Haryana,Panipat,Bypass,9.47,6.0,Compensation,0.0,0.0,75.8,1.0,88.0,94,05-05-2025,27-08-2024,27-12-2024,4737.0,Special LA Unit,Completed,Not Required,No,26,Low,Complete,Partial,160.4,103
AH102775,Madhya Pradesh,Ujjain,Highway,4.1,5.0,Compensation,0.0,0.0,84.4,1.0,75.0,70,28-09-2024,22-06-2025,15-09-2025,1822.0,District Administration,Not Required,Pending,No,14,None,Partial,Complete,111.53,62
AH102776,Haryana,Rohtak,Road Widening,5.64,3.0,Compensation,1.0,0.0,64.1,3.0,141.0,134,14-04-2025,15-01-2026,04-03-2026,,District Administration,Not Required,Not Required,No,23,None,Pending,Complete,114.45,163
AH102777,Himachal Pradesh,Sirmaur,Highway,35.41,15.0,Award,0.0,0.0,36.9,0.0,37.0,81,23-03-2026,30-11-2025,06-04-2026,3588.0,State PWD,Pending,Completed,No,6,Medium,Pending,Complete,88.51,174
AH102778,Madhya Pradesh,Ujjain,Highway,18.15,11.0,Possession,3.0,1.0,93.1,0.0,25.0,64,15-12-2024,24-04-2025,24-08-2025,3122.0,State PWD,Completed,Completed,No,4,None,Complete,Partial,94.79,89
AH102779,Rajasthan,Jaipur,Highway,13.44,6.0,Possession,0.0,0.0,91.9,1.0,24.0,22,10-02-2024,02-02-2024,15-05-2024,808.0,District Administration,Pending,Not Required,No,15,None,Partial,Partial,103.65,14
AH102780,Madhya Pradesh,Bhopal,Highway,7.37,5.0,Compensation,0.0,0.0,64.5,0.0,78.0,100,06-10-2024,21-09-2024,11-03-2025,67.0,NHAI,Completed,Completed,No,23,None,Complete,Partial,148.25,142
AH102781,Himachal Pradesh,Sirmaur,Bypass,52.04,19.0,Notification,,0.0,11.1,5.0,,117,22-04-2026,06-12-2025,11-05-2026,2624.0,District Administration,Pending,Completed,No,10,Medium,Partial,Pending,147.82,147
AH102782,Punjab,Patiala,Highway,5.71,5.0,Compensation,1.0,1.0,93.4,0.0,23.0,44,16-11-2025,14-03-2024,18-04-2024,785.0,NHAI,Completed,Pending,No,6,None,Complete,Complete,148.89,158
AH102783,Punjab,Amritsar,Bridge,13.45,3.0,Possession,0.0,0.0,93.5,0.0,46.0,20,23-01-2026,27-09-2025,11-03-2026,966.0,District Administration,Completed,Completed,No,28,Low,Complete,Partial,117.08,97
AH102784,Himachal Pradesh,Sirmaur,Road Widening,18.29,7.0,Compensation,0.0,0.0,84.0,1.0,74.0,84,31-03-2026,25-09-2025,01-11-2025,1579.0,District Administration,Completed,Not Required,No,13,Medium,Pending,Complete,35.16,174
AH102785,Rajasthan,Ajmer,Highway,3.94,5.0,Compensation,0.0,0.0,67.9,1.0,86.0,119,15-04-2024,07-11-2025,17-02-2026,2369.0,State PWD,Pending,Completed,No,13,None,Partial,Partial,174.35,120
AH102786,Uttar Pradesh,Varanasi,Highway,6.27,3.0,Award,0.0,0.0,41.4,2.0,50.0,91,11-09-2024,14-07-2024,26-12-2024,4099.0,State PWD,Pending,Pending,No,8,None,Complete,Partial,57.92,115
AH102787,Rajasthan,Jodhpur,,8.09,1.0,Award,0.0,0.0,40.3,2.0,49.0,90,23-02-2024,08-08-2024,01-02-2025,2180.0,District Administration,Pending,Completed,No,24,High,Complete,Complete,163.1,68
AH102788,Rajasthan,Jodhpur,Bypass,24.84,9.0,Compensation,1.0,0.0,85.6,1.0,74.0,101,05-01-2024,27-06-2024,30-07-2024,4189.0,District Administration,Completed,Completed,No,6,None,Complete,Complete,27.12,137
AH102789,Punjab,Ludhiana,Highway,8.23,3.0,Possession,1.0,0.0,82.2,0.0,99.0,67,21-01-2026,20-12-2024,29-01-2025,3042.0,District Administration,Completed,Pending,No,14,Low,Complete,Pending,145.71,34
AH102790,Himachal Pradesh,Kangra,Bypass,3.52,5.0,Notification,0.0,0.0,,0.0,27.0,41,23-04-2026,16-04-2025,21-06-2025,1994.0,Special LA Unit,Completed,Completed,No,2,Medium,Partial,Complete,177.84,134
AH102791,Uttar Pradesh,Lucknow,Highway,3.25,4.0,Notification,0.0,0.0,8.0,0.0,27.0,38,20-05-2024,17-04-2024,27-06-2024,2572.0,NHAI,Pending,Completed,Yes,7,Medium,Complete,Complete,110.59,24
AH102792,Punjab,Hoshiarpur,Highway,6.22,5.0,Award,2.0,0.0,30.3,1.0,47.0,85,11-10-2025,25-05-2025,04-08-2025,749.0,NHAI,Completed,Completed,No,30,None,Complete,Partial,16.19,145
AH102793,Haryana,Panipat,Highway,3.36,1.0,Award,1.0,1.0,27.8,1.0,64.0,87,26-04-2025,03-08-2024,03-11-2024,4879.0,District Administration,Pending,Completed,No,20,Medium,Partial,Complete,68.91,26
AH102794,Rajasthan,Kota,Railway,22.95,10.0,Compensation,2.0,0.0,79.6,1.0,62.0,91,03-03-2024,20-05-2025,05-08-2025,1544.0,NHAI,Completed,Not Required,Yes,7,None,Complete,Complete,149.68,9
AH102795,Himachal Pradesh,Shimla,Road Widening,23.73,13.0,Notification,0.0,0.0,10.0,1.0,39.0,70,04-04-2026,29-09-2024,24-01-2025,4506.0,NHAI,Not Required,Pending,No,0,Medium,Complete,Pending,21.13,132
AH102796,Himachal Pradesh,Solan,Bridge,12.01,7.0,Compensation,0.0,0.0,55.5,0.0,36.0,56,23-02-2026,09-05-2026,14-10-2026,3243.0,State PWD,Completed,Completed,Yes,10,Medium,Pending,Partial,165.68,135
AH102797,Haryana,Panipat,Highway,9.55,4.0,Award,0.0,0.0,47.4,1.0,65.0,78,25-05-2025,14-10-2024,02-02-2025,1505.0,District Administration,Completed,Completed,No,25,Low,Partial,Complete,89.07,56
AH102798,Uttarakhand,Haridwar,Highway,22.43,11.0,Compensation,1.0,0.0,75.4,1.0,38.0,83,29-09-2025,23-02-2026,13-05-2026,2459.0,NHAI,Completed,Pending,Yes,20,Low,Partial,Pending,117.33,51
AH102799,Madhya Pradesh,Indore,Railway,21.65,7.0,Award,3.0,0.0,51.8,0.0,56.0,118,23-12-2024,06-06-2024,29-09-2024,649.0,State PWD,Completed,Completed,No,27,Low,Complete,Partial,60.76,70
AH102800,Punjab,Patiala,Road Widening,5.16,2.0,Compensation,0.0,0.0,,2.0,45.0,55,14-12-2025,17-03-2024,18-07-2024,3097.0,NHAI,Completed,Completed,No,22,None,Partial,Complete,11.16,62
AH102801,Haryana,Panipat,Bypass,5.81,1.0,Award,0.0,0.0,46.5,2.0,117.0,119,04-02-2025,18-06-2024,29-11-2024,370.0,Special LA Unit,Pending,Not Required,No,16,None,Complete,Partial,27.2,130
AH102802,Himachal Pradesh,Kangra,Highway,21.77,9.0,Award,1.0,0.0,31.5,2.0,64.0,121,09-06-2026,12-01-2025,03-07-2025,3213.0,Special LA Unit,Pending,Not Required,No,30,None,Complete,Complete,176.69,178
AH102803,Rajasthan,Alwar,Railway,15.03,8.0,Compensation,0.0,0.0,86.1,3.0,25.0,92,26-02-2024,22-03-2026,01-06-2026,1030.0,NHAI,Completed,Completed,No,7,None,Partial,Complete,169.64,56
AH102804,Uttar Pradesh,Varanasi,Highway,20.03,7.0,Award,0.0,0.0,48.2,0.0,115.0,111,03-06-2024,07-06-2024,21-11-2024,686.0,State PWD,Not Required,Completed,No,4,None,Pending,Complete,168.26,104
AH102805,Himachal Pradesh,Sirmaur,Bridge,5.59,3.0,Objection,1.0,0.0,8.1,0.0,80.0,100,21-05-2026,06-12-2025,07-05-2026,1149.0,State PWD,Completed,Not Required,No,5,None,Complete,Partial,151.22,151
AH102806,Madhya Pradesh,Jabalpur,Highway,6.3,2.0,Possession,1.0,0.0,95.0,0.0,37.0,47,16-09-2024,19-09-2025,07-11-2025,492.0,State PWD,Pending,Pending,No,18,None,Pending,Complete,175.23,110
AH102807,Madhya Pradesh,Bhopal,Bypass,17.71,7.0,Compensation,0.0,0.0,67.8,3.0,58.0,107,06-10-2024,06-11-2024,27-02-2025,4448.0,NHAI,Completed,Completed,No,22,Low,Complete,Complete,60.82,70
AH102808,Punjab,Bathinda,Highway,6.69,2.0,Objection,3.0,0.0,17.6,1.0,24.0,42,13-12-2025,29-10-2024,20-12-2024,4683.0,State PWD,Completed,Pending,No,21,None,Complete,Complete,177.65,96
AH102809,Uttar Pradesh,Agra,Railway,3.28,5.0,Compensation,0.0,0.0,71.0,2.0,63.0,68,19-06-2024,02-05-2026,13-08-2026,4627.0,Special LA Unit,,Not Required,No,6,Low,Pending,Complete,157.5,98
AH102810,Haryana,Rohtak,Bypass,6.77,2.0,Objection,2.0,0.0,30.4,4.0,18.0,85,07-04-2025,05-10-2025,10-11-2025,3605.0,NHAI,Completed,Completed,No,22,Low,Partial,Complete,9.27,75
AH102811,Madhya Pradesh,Bhopal,Bypass,10.03,4.0,Award,0.0,0.0,37.8,0.0,70.0,92,14-09-2024,03-08-2024,16-10-2024,1190.0,NHAI,Completed,Not Required,No,15,Low,Complete,Pending,112.6,20
AH102812,Uttar Pradesh,Agra,Highway,50.71,19.0,Objection,3.0,0.0,15.2,3.0,48.0,129,27-06-2024,31-03-2026,27-07-2026,3806.0,State PWD,Pending,Not Required,Yes,30,Low,Complete,Partial,147.09,91
AH102813,Himachal Pradesh,Kangra,Highway,5.86,4.0,Notification,0.0,0.0,7.8,1.0,75.0,85,17-05-2026,01-01-2025,17-03-2025,3805.0,State PWD,Pending,Pending,No,26,None,Partial,Complete,130.21,9
AH102814,Uttar Pradesh,Lucknow,Bypass,11.33,10.0,Award,0.0,1.0,29.0,2.0,61.0,107,28-06-2024,12-03-2024,12-04-2024,1220.0,State PWD,Not Required,Not Required,No,4,Low,Complete,Pending,106.97,36
AH102815,Rajasthan,Ajmer,Road Widening,67.8,31.0,Compensation,2.0,0.0,78.9,1.0,42.0,113,25-03-2024,02-01-2026,31-03-2026,4187.0,NHAI,Pending,Completed,No,23,None,Partial,Complete,93.55,154
AH102816,Uttarakhand,Haridwar,Road Widening,4.71,3.0,Objection,1.0,0.0,32.1,1.0,74.0,102,29-08-2025,20-02-2026,11-06-2026,4984.0,NHAI,Completed,Not Required,No,3,Medium,Complete,Complete,25.41,60
AH102817,Himachal Pradesh,Kangra,Highway,20.93,10.0,Notification,0.0,0.0,1.7,1.0,39.0,83,19-02-2026,02-02-2025,26-06-2025,1918.0,Special LA Unit,Pending,Completed,No,0,Medium,Pending,Complete,123.86,76
AH102818,Rajasthan,Ajmer,Highway,6.53,5.0,Objection,1.0,0.0,19.7,2.0,54.0,111,24-04-2024,25-09-2025,14-11-2025,2962.0,NHAI,Not Required,Completed,No,5,Medium,Pending,Partial,176.78,120
AH102819,Uttarakhand,Dehradun,Highway,16.8,10.0,Objection,2.0,1.0,9.1,3.0,81.0,113,29-09-2025,30-07-2024,08-11-2024,4364.0,State PWD,Completed,Pending,Yes,21,High,Partial,Pending,138.15,87
AH102820,Haryana,Sirsa,Road Widening,86.87,34.0,Compensation,3.0,1.0,66.1,0.0,33.0,129,01-05-2025,04-02-2026,04-04-2026,1348.0,Special LA Unit,Completed,Pending,Yes,27,None,Partial,Complete,145.2,105
AH102821,Punjab,Bathinda,Highway,23.4,12.0,Objection,3.0,0.0,29.1,0.0,28.0,73,17-01-2026,27-11-2024,19-01-2025,4943.0,District Administration,Pending,Completed,Yes,0,None,Partial,Complete,96.78,4
AH102822,Rajasthan,Jodhpur,Highway,13.59,7.0,Award,1.0,0.0,46.1,0.0,100.0,107,24-04-2024,28-08-2024,15-10-2024,1550.0,NHAI,Pending,Completed,No,30,None,Partial,Partial,97.95,96
AH102823,Himachal Pradesh,Kangra,Bypass,5.32,2.0,Award,0.0,1.0,42.6,1.0,,81,28-05-2026,26-03-2025,16-08-2025,4840.0,NHAI,Completed,Completed,No,10,Medium,Pending,Complete,114.25,60
AH102824,Uttarakhand,Udham Singh Nagar,Road Widening,10.29,7.0,Objection,4.0,0.0,28.3,1.0,14.0,67,11-07-2025,28-08-2024,11-02-2025,1208.0,State PWD,Pending,Not Required,No,8,None,Complete,Partial,60.68,13
AH102825,Punjab,Hoshiarpur,Bypass,7.38,4.0,Compensation,3.0,0.0,65.0,1.0,77.0,98,27-01-2026,12-07-2025,18-11-2025,3722.0,State PWD,Completed,Not Required,No,11,Low,Complete,Complete,146.4,142
AH102826,Madhya Pradesh,Jabalpur,Highway,3.48,3.0,Compensation,0.0,0.0,67.4,0.0,61.0,75,21-11-2024,03-11-2025,28-01-2026,2650.0,Special LA Unit,Completed,Completed,No,1,Low,Partial,Complete,129.73,4
AH102827,Himachal Pradesh,Kangra,Highway,1.96,1.0,Compensation,,0.0,75.0,2.0,78.0,102,29-04-2026,31-12-2024,21-06-2025,1889.0,NHAI,Pending,Completed,Yes,14,None,Pending,Complete,93.53,125
AH102828,Uttarakhand,Haridwar,Road Widening,5.89,2.0,Award,0.0,0.0,51.5,0.0,123.0,94,17-07-2025,06-12-2025,20-03-2026,2223.0,NHAI,Completed,Not Required,No,22,None,Complete,Complete,70.35,33
AH102829,Rajasthan,Udaipur,Highway,11.63,5.0,Objection,3.0,0.0,26.6,2.0,35.0,123,24-04-2024,23-01-2025,12-05-2025,1173.0,District Administration,Completed,Not Required,No,20,None,Pending,Complete,46.74,30
AH102830,Himachal Pradesh,Solan,Railway,30.92,13.0,Compensation,2.0,1.0,71.6,2.0,22.0,98,10-04-2026,23-05-2026,25-09-2026,3376.0,Special LA Unit,Pending,Pending,No,21,Medium,Pending,Partial,48.07,8
AH102831,Punjab,Bathinda,Highway,6.38,7.0,Possession,0.0,0.0,84.0,0.0,55.0,11,17-12-2025,25-08-2024,31-12-2024,4964.0,NHAI,Completed,Not Required,No,30,Medium,Partial,Partial,132.17,36
AH102832,Madhya Pradesh,Jabalpur,Road Widening,14.05,8.0,Award,0.0,0.0,43.8,1.0,78.0,107,27-09-2024,26-09-2025,07-01-2026,2949.0,Special LA Unit,Not Required,Completed,No,16,None,Partial,Complete,19.79,115
AH102833,Haryana,Ambala,Highway,2.81,2.0,Compensation,0.0,0.0,82.4,2.0,20.0,44,06-05-2025,26-04-2025,05-08-2025,1417.0,Special LA Unit,Not Required,Completed,No,5,High,Partial,Complete,127.15,116
AH102834,Madhya Pradesh,Gwalior,Road Widening,6.05,2.0,Award,0.0,0.0,36.9,0.0,46.0,61,15-12-2024,29-04-2026,15-07-2026,3365.0,State PWD,Pending,Completed,Yes,8,None,Partial,Partial,19.91,41
AH102835,Haryana,Panipat,Bypass,1.49,4.0,Possession,0.0,0.0,87.9,0.0,56.0,55,04-05-2025,16-07-2024,25-11-2024,2219.0,State PWD,Pending,Completed,No,20,None,Complete,Complete,62.65,74
AH102836,Himachal Pradesh,Mandi,Highway,79.76,31.0,Objection,2.0,0.0,28.4,2.0,50.0,149,18-05-2026,26-06-2024,03-11-2024,4609.0,Special LA Unit,Not Required,Not Required,No,20,Medium,Pending,Pending,122.44,94
AH102837,Himachal Pradesh,Solan,Highway,14.13,1.0,Award,0.0,0.0,26.0,1.0,75.0,130,20-03-2026,19-02-2026,25-05-2026,1357.0,District Administration,Pending,Not Required,No,5,High,Partial,Partial,114.3,8
AH102838,Uttar Pradesh,Agra,Road Widening,13.76,8.0,Award,4.0,1.0,54.2,2.0,105.0,138,12-07-2024,21-03-2026,04-08-2026,2615.0,District Administration,Pending,Not Required,Yes,21,None,Complete,Pending,25.96,67
AH102839,Himachal Pradesh,Sirmaur,Railway,18.82,,Compensation,0.0,0.0,86.1,2.0,96.0,124,24-05-2026,03-11-2025,23-12-2025,2505.0,State PWD,Completed,Completed,No,10,None,Complete,Partial,112.2,140
AH102840,Haryana,Hisar,Highway,102.77,34.0,Compensation,3.0,0.0,72.0,1.0,20.0,115,29-01-2025,03-03-2025,03-06-2025,4434.0,Special LA Unit,Not Required,Not Required,No,3,None,Complete,Complete,146.44,58
AH102841,Uttarakhand,Udham Singh Nagar,Highway,8.25,5.0,Compensation,1.0,0.0,92.1,1.0,130.0,126,26-09-2025,04-01-2025,01-07-2025,596.0,State PWD,Completed,Not Required,Yes,25,None,Complete,Complete,166.51,55
AH102842,Punjab,Amritsar,Railway,5.19,3.0,Compensation,0.0,0.0,68.2,0.0,72.0,71,18-11-2025,22-08-2025,09-01-2026,3107.0,State PWD,Completed,Completed,No,9,None,Pending,Partial,124.45,35
AH102843,Haryana,Rohtak,Road Widening,65.38,22.0,Award,2.0,0.0,47.4,2.0,59.0,110,10-03-2025,03-11-2025,21-03-2026,4054.0,Special LA Unit,Pending,Completed,No,2,Low,Partial,Pending,172.9,4
AH102844,Haryana,Panipat,Railway,4.19,6.0,Notification,1.0,0.0,7.9,2.0,35.0,89,14-02-2025,05-09-2024,11-02-2025,1839.0,District Administration,Completed,Not Required,No,29,None,Complete,Partial,113.58,153
AH102845,Haryana,Karnal,Highway,36.0,15.0,Possession,1.0,0.0,86.5,0.0,64.0,63,14-02-2025,07-01-2024,07-05-2024,2550.0,Special LA Unit,Completed,Completed,No,0,None,Complete,Complete,28.42,24
AH102846,Himachal Pradesh,Mandi,Bridge,11.22,4.0,Objection,2.0,1.0,10.7,4.0,42.0,113,15-02-2026,07-03-2024,14-07-2024,1508.0,Special LA Unit,Pending,Not Required,No,6,None,Complete,Complete,149.18,19
AH102847,Madhya Pradesh,Bhopal,Highway,17.26,6.0,Notification,0.0,0.0,11.7,0.0,17.0,45,13-12-2024,06-11-2024,16-02-2025,2126.0,District Administration,Completed,Completed,No,11,High,Complete,Complete,159.4,117
AH102848,Uttar Pradesh,Meerut,Highway,3.52,2.0,Notification,0.0,0.0,16.7,1.0,57.0,73,08-09-2024,05-09-2025,05-02-2026,4752.0,NHAI,Not Required,Completed,No,17,Medium,Complete,Complete,106.27,28
AH102849,Madhya Pradesh,Ujjain,Road Widening,108.26,40.0,Award,3.0,2.0,53.4,1.0,57.0,179,21-11-2024,31-01-2025,16-06-2025,1847.0,Special LA Unit,Not Required,Not Required,No,13,None,Pending,Pending,94.18,48
AH102850,Uttar Pradesh,Prayagraj,Highway,8.63,5.0,Award,0.0,0.0,47.5,2.0,73.0,85,24-06-2024,10-07-2025,26-10-2025,1049.0,District Administration,Pending,Completed,No,9,None,Complete,Pending,120.91,28
AH102851,Madhya Pradesh,Ujjain,Road Widening,6.58,3.0,Compensation,0.0,0.0,78.2,0.0,38.0,25,18-12-2024,26-02-2025,16-04-2025,2919.0,NHAI,Completed,Completed,No,12,Medium,Partial,Complete,135.2,100
AH102852,Rajasthan,Jodhpur,Highway,19.03,7.0,Compensation,1.0,0.0,78.0,1.0,,107,12-04-2024,14-08-2024,11-01-2025,2376.0,NHAI,Pending,Completed,No,24,None,Complete,Complete,32.78,108
AH102853,Rajasthan,Ajmer,Highway,6.9,4.0,Notification,1.0,0.0,10.7,1.0,54.0,63,21-03-2024,04-11-2025,21-01-2026,3910.0,Special LA Unit,Completed,Completed,No,18,Low,Complete,Complete,164.76,69
AH102854,Punjab,Amritsar,Railway,205.81,75.0,Objection,5.0,0.0,24.3,0.0,69.0,202,13-10-2025,13-10-2025,04-01-2026,230.0,NHAI,Pending,Completed,No,14,Low,Complete,Complete,102.53,71
AH102855,Rajasthan,Alwar,Highway,4.09,3.0,Possession,0.0,0.0,94.9,0.0,27.0,38,10-03-2024,16-05-2026,03-07-2026,4517.0,State PWD,Completed,Pending,No,22,Medium,Partial,Partial,29.23,88
AH102856,Haryana,Rohtak,Railway,13.51,9.0,Compensation,0.0,1.0,73.2,3.0,217.0,191,26-05-2025,13-01-2026,16-03-2026,3524.0,Special LA Unit,Completed,Completed,No,15,Low,Partial,Complete,78.82,72
AH102857,Punjab,Ludhiana,Road Widening,7.15,3.0,Possession,0.0,0.0,89.3,0.0,81.0,34,02-12-2025,07-12-2024,24-01-2025,4215.0,Special LA Unit,Completed,Completed,No,19,None,Complete,Pending,171.5,172
AH102858,Punjab,Amritsar,Highway,6.14,3.0,Notification,0.0,0.0,10.3,1.0,24.0,51,14-10-2025,26-09-2025,09-11-2025,2066.0,Special LA Unit,Not Required,Completed,No,20,None,Complete,Complete,134.74,77
AH102859,Haryana,Hisar,Railway,5.36,2.0,Possession,0.0,1.0,88.6,0.0,111.0,65,05-02-2025,11-11-2024,14-12-2024,2255.0,District Administration,Completed,Not Required,No,22,None,Complete,Complete,5.79,25
AH102860,Uttar Pradesh,Agra,Bypass,25.36,12.0,Possession,0.0,0.0,93.8,0.0,100.0,63,23-06-2024,24-02-2026,09-05-2026,1705.0,State PWD,Completed,Completed,No,10,Low,Complete,Partial,66.63,170
AH102861,Himachal Pradesh,Sirmaur,Bypass,8.87,1.0,Award,0.0,0.0,42.4,0.0,30.0,73,17-04-2026,03-07-2025,23-11-2025,4178.0,State PWD,Completed,Not Required,No,16,None,Pending,Complete,78.95,6
AH102862,Punjab,Moga,Highway,10.21,3.0,Compensation,0.0,0.0,78.7,1.0,41.0,39,21-01-2026,21-01-2026,29-06-2026,401.0,Special LA Unit,Completed,Not Required,No,6,None,Partial,Partial,4.83,148
AH102863,Uttarakhand,Udham Singh Nagar,Road Widening,17.17,9.0,Objection,1.0,0.0,25.8,3.0,74.0,102,04-07-2025,10-09-2024,13-11-2024,2666.0,District Administration,Not Required,Completed,Yes,13,None,Complete,Complete,101.5,110
AH102864,Rajasthan,Jaipur,Bridge,31.47,12.0,Compensation,0.0,0.0,63.2,2.0,56.0,91,19-03-2024,14-01-2024,16-04-2024,1336.0,State PWD,Completed,Completed,Yes,0,Medium,Pending,Partial,164.67,141
AH102865,Rajasthan,Jaipur,Road Widening,5.45,5.0,Compensation,0.0,0.0,53.9,0.0,80.0,48,01-02-2024,07-05-2024,08-10-2024,3208.0,Special LA Unit,Completed,Not Required,Yes,4,None,Partial,Complete,170.68,29
AH102866,Madhya Pradesh,Ujjain,Highway,14.4,6.0,Award,,0.0,44.6,,78.0,120,10-10-2024,23-04-2025,06-09-2025,4821.0,State PWD,Completed,Completed,No,10,None,Pending,Pending,62.31,40
AH102867,Uttar Pradesh,Agra,Highway,5.51,2.0,Notification,0.0,0.0,20.3,1.0,41.0,88,21-05-2024,15-05-2026,27-10-2026,,NHAI,Pending,Not Required,Yes,30,None,Complete,Complete,83.0,87
AH102868,Himachal Pradesh,Sirmaur,Railway,10.0,5.0,Award,0.0,0.0,55.8,2.0,109.0,118,13-02-2026,18-07-2025,19-10-2025,269.0,District Administration,Pending,Not Required,Yes,21,None,Complete,Complete,134.74,155
AH102869,Uttar Pradesh,Meerut,Railway,29.53,10.0,Compensation,3.0,0.0,50.2,1.0,27.0,93,04-07-2024,29-12-2025,22-02-2026,,State PWD,Not Required,Pending,No,20,None,Pending,Complete,4.22,9
AH102870,Uttar Pradesh,Kanpur Nagar,Bridge,1.63,1.0,Compensation,0.0,0.0,,1.0,147.0,120,11-09-2024,26-02-2025,18-04-2025,205.0,District Administration,Not Required,Completed,No,24,None,Complete,Complete,22.11,134
AH102871,Himachal Pradesh,Solan,Bridge,5.45,5.0,Award,,0.0,27.1,4.0,51.0,119,28-05-2026,12-05-2026,25-09-2026,2455.0,District Administration,Completed,Completed,No,7,None,Partial,Complete,127.37,176
AH102872,Punjab,Firozpur,Highway,9.81,4.0,Possession,1.0,0.0,92.4,0.0,29.0,27,06-01-2026,26-04-2026,29-05-2026,911.0,District Administration,Not Required,Completed,No,30,None,Complete,Partial,80.48,165
AH102873,Uttar Pradesh,Varanasi,Road Widening,16.5,7.0,Notification,0.0,0.0,17.1,4.0,46.0,82,15-07-2024,15-07-2024,22-10-2024,3478.0,State PWD,Not Required,Completed,No,21,None,Pending,Partial,25.69,151
AH102874,Madhya Pradesh,Gwalior,Highway,33.68,14.0,Notification,1.0,0.0,7.4,2.0,24.0,72,11-12-2024,14-02-2026,07-05-2026,2691.0,State PWD,Pending,Not Required,Yes,12,High,Pending,Pending,71.05,144
AH102875,Haryana,Karnal,Highway,2.82,1.0,Objection,2.0,0.0,40.0,0.0,31.0,55,09-04-2025,17-01-2024,02-07-2024,1574.0,State PWD,Completed,Completed,No,16,Low,Partial,Complete,143.48,134
AH102876,Uttarakhand,Nainital,Highway,39.77,13.0,Compensation,2.0,1.0,68.8,2.0,46.0,132,20-08-2025,17-06-2025,13-12-2025,4293.0,Special LA Unit,Pending,Pending,No,10,Medium,Partial,Complete,86.57,41
AH102877,Himachal Pradesh,Kangra,Bridge,18.59,9.0,Compensation,1.0,0.0,81.8,2.0,92.0,110,22-04-2026,28-01-2025,10-05-2025,3747.0,District Administration,Pending,Pending,No,12,Low,Complete,Complete,8.95,117
AH102878,Himachal Pradesh,Shimla,Highway,9.73,4.0,Compensation,0.0,0.0,75.8,2.0,20.0,70,23-02-2026,28-09-2024,23-01-2025,3154.0,State PWD,Completed,Completed,No,28,None,Complete,Complete,137.47,136
AH102879,Himachal Pradesh,Solan,Highway,3.43,2.0,Possession,0.0,0.0,81.9,0.0,69.0,25,29-05-2026,20-04-2026,15-07-2026,1802.0,Special LA Unit,Completed,Not Required,No,19,Medium,Complete,Pending,37.7,97
AH102880,Rajasthan,Kota,Highway,7.34,5.0,Award,0.0,0.0,33.9,2.0,74.0,88,06-02-2024,19-08-2025,12-01-2026,1397.0,Special LA Unit,Pending,Not Required,No,16,Medium,Complete,Pending,126.13,39
AH102881,Uttar Pradesh,Lucknow,Highway,28.54,10.0,Objection,2.0,1.0,20.0,1.0,,85,31-07-2024,04-05-2024,17-07-2024,2948.0,District Administration,Pending,Completed,No,6,None,Complete,Partial,21.05,168
AH102882,Haryana,Karnal,Road Widening,12.21,5.0,Compensation,1.0,0.0,86.1,1.0,65.0,94,21-05-2025,05-05-2024,23-09-2024,3960.0,Special LA Unit,Completed,Pending,No,25,None,Complete,Complete,129.92,58
AH102883,Rajasthan,Jaipur,Highway,10.24,4.0,Award,0.0,0.0,48.8,2.0,113.0,116,14-02-2024,15-04-2024,27-09-2024,4196.0,Special LA Unit,Not Required,Completed,No,30,High,Pending,Pending,65.35,117
AH102884,Madhya Pradesh,Bhopal,Highway,5.23,4.0,Award,1.0,0.0,37.5,5.0,72.0,137,15-11-2024,30-09-2024,24-11-2024,3897.0,District Administration,Completed,Pending,No,24,Medium,Complete,Partial,31.23,94
AH102885,Uttar Pradesh,Lucknow,Highway,22.3,9.0,Notification,1.0,0.0,6.1,0.0,21.0,62,18-05-2024,03-03-2024,05-05-2024,164.0,NHAI,Completed,Not Required,Yes,13,None,Partial,Complete,123.09,167
